do_blm,BW,1,blm,0.40
do_blm,BW,1,wlm,0.20
do_blm,BW,1,alm,0.40
do_blm,Bw,1,blm,0.40
do_blm,Bw,1,wlm,0.20
do_blm,Bw,1,alm,0.40
do_blm,bW,1,wlm,0.33
do_blm,bW,1,nlm,0.67
do_blm,bw,1,wlm,0.33
do_blm,bw,1,nlm,0.67
which_lm,BW,1,blm,0.02
which_lm,BW,1,wlm,0.33
which_lm,BW,1,alm,0.65
which_lm,Bw,1,blm,1.00
which_lm,bW,1,wlm,1.00
which_lm,bw,1,nlm,1.00
do_blm,BW,2,blm,0.44
do_blm,BW,2,wlm,0.11
do_blm,BW,2,alm,0.44
do_blm,Bw,2,blm,0.44
do_blm,Bw,2,wlm,0.11
do_blm,Bw,2,alm,0.44
do_blm,bW,2,wlm,0.20
do_blm,bW,2,nlm,0.80
do_blm,bw,2,wlm,0.20
do_blm,bw,2,nlm,0.80
which_lm,BW,2,blm,0.00
which_lm,BW,2,wlm,0.20
which_lm,BW,2,alm,0.80
which_lm,Bw,2,blm,1.00
which_lm,bW,2,wlm,1.00
which_lm,bw,2,nlm,1.00
do_blm,BW,5,blm,0.49
do_blm,BW,5,wlm,0.02
do_blm,BW,5,alm,0.49
do_blm,Bw,5,blm,0.49
do_blm,Bw,5,wlm,0.02
do_blm,Bw,5,alm,0.49
do_blm,bW,5,wlm,0.03
do_blm,bW,5,nlm,0.97
do_blm,bw,5,wlm,0.03
do_blm,bw,5,nlm,0.97
which_lm,BW,5,blm,0.00
which_lm,BW,5,wlm,0.03
which_lm,BW,5,alm,0.97
which_lm,Bw,5,blm,1.00
which_lm,bW,5,wlm,1.00
which_lm,bw,5,nlm,1.00
do_blm,BW,10,blm,0.50
do_blm,BW,10,wlm,0.00
do_blm,BW,10,alm,0.50
do_blm,Bw,10,blm,0.50
do_blm,Bw,10,wlm,0.00
do_blm,Bw,10,alm,0.50
do_blm,bW,10,wlm,0.00
do_blm,bW,10,nlm,1.00
do_blm,bw,10,wlm,0.00
do_blm,bw,10,nlm,1.00
which_lm,BW,10,blm,0.00
which_lm,BW,10,wlm,0.00
which_lm,BW,10,alm,1.00
which_lm,Bw,10,blm,1.00
which_lm,bW,10,wlm,1.00
which_lm,bw,10,nlm,1.00
